id,track_title,track_description,bpm,duration,album_title,library_name,composer,genre,additional_genres,apm_release_date
RTRO_RTRO_0259_01401,Runway Magic (60) Full Mix,"Melodic, tropical-esque synth piano stabs and pitched-up sampled vocal synths swell into a dark, bouncy, syncopated synth pluck melody.",120,60,Dancy Fashion Pop,Retrorama Records,Christopher Hackman,1289,,01/04/2023
RTRO_RTRO_0271_01301,Sock Hop Saturday (30) No Keys,"Beachy, pure classic pop rock with male lead and background vocals, tight acoustic guitar strumming, and straight-from-tape drums.",128,30,Groovy Baby Retro Rock Vol. 2,Retrorama Records,David Grow,1164,3410,01/04/2023
RTRO_RTRO_0294_01201,Swingin Sugarplum (Full Length) No Piano,Sultry upright bass walks under a jazzy syncopated take on a classic holiday melody while brushed drums swing.,119,133,1960s Holiday Jazz Trio,Retrorama Records,David Grow,1248,,09/06/2023
RTRO_RTRO_0307_02801,Street Bazar (Full Length) No Lead Horns,"Rousing brass, guitar, and keys elicit an excited, exotic sound as they blend with upbeat bass lines and percussion.",165,141,60s and 70s Talk Show Themes,Retrorama Records,Leif Shires,1185,2003;2085,03/05/2025
RTRO_RTRO_0308_01101,The Goofie Song (30) No Horns,"This bluesy retro cue features a classic 1950s doo-wop rhythm atop smooth brass, keys, heartwarming mallets, and lead guitar. : Soul, R&B, Blues, Kitsch / Retro, Rock, America, Food, Diner, Teenager, Love, Romance, Doo-Wop",82,30,Doo-Wop Inspired,Retrorama Records,Gianluca Verrengia,1100,1913;2043;2054;2085,06/04/2025
RTRO_RTRO_0314_00101,Dauntless (Full Length) Full Mix,"Quirky, retro-styled jazz vibes are evident through percolating brass, woodwinds, piano, and drum rhythms that evolve from mischievous to celebratory. : 1940s, Jazz, Heist, Mystery, Crime, Investigation, Film, Swanky, 1960s, 1970s, 40s, 60s, 70s, Spy",100,120,60s Noir Scores,Retrorama Records,Kelsey Le Roux,1248,2054;2081;2085,06/04/2025
RTRO_RTRO_0324_01001,True Punk (30) No Drums,"Driving electric guitars, determined drum grooves, and invigorating bass lines generate fun energy in this pop-punk instrumental track.",168,30,Authentic 70s Punk Vol. 1,Retrorama Records,Christopher Curcio,1322,2157,05/01/2024
RTRO_RTRO_0337_03101,All The Days (Full Length) No Lead Guitar,"Rhythmic guitars trill with a slight Latin flair, and create an overall Western vibe in this fun and spirited track.",130,138,Bohemian Jazz Guitar,Retrorama Records,Catherine Capozzi,1185,,09/04/2024
RTRO_RTRO_0338_01901,Ascending Swag (Full Length) No Room or Overheads,"With its upbeat rhythm and grooving beats, this jazz track features a hip and cool vibe. : Jazz, Live, Club, Jazz Drums, Solo Drums, Anxiety, Drama, Comedy, Deadline, Documentary, Showbiz, Hollywood",103,128,Classic Solo Jazz Drums,Retrorama Records,David Vazques Elizondo,1248,2057;2068,06/04/2025
RTRO_RTRO_0345_04701,Rhythm of the Islands (Full Length) Full Mix,"A breezy, relaxed beat is carried by subtle guitar, bass, and organ in this catchy, smooth Reggae track.",70,143,Classic Reggae,Retrorama Records,Adrian Solla,1185,1991;1995;2054;2085,02/05/2025
RTRO_RTRO_0363_05601,Metallic Man (30) No Lead,Lighthearted and joyful energy emanates from retro synths and a cheerful drum beat in this lively electronic track.,128,30,Early Electronic Pioneers Vol. 1,Retrorama Records,Bruce Woods II,1136,,11/06/2024
RTRO_RTRO_0370_01401,Dust And Heat (30) Full Mix,"A gritty drum beat and confident bass line trudge along to create a rugged vibe while edgy electric guitars and slide guitar melodies add to this exciting rock bed's cool, determined mood. : Country, Promo, Baritone, Americana, Mystery, Trailer, Swagger, Drama, Southern, Crime, Outlaws,Guitar, Texas",75,30,Texas Baritone Guitar,Retrorama Records,Jeremy Dinegan,1207,1909;2016,06/04/2025
RYL_RYL_0001_01201,The King Is Here - (Full 60),"Triumphant, Uplifting, Bouncy, Determined, Inspirational, Sports, Reality, Basketball, Football, Baseball",86,60,Success,Royal Blood Records,Dennis Gonzalez,1244,2056,08/21/2019
RYL_RYL_0005_01201,In A Daze ft. Black AU - (Full 60),"Smooth, Cool, Dreamy, Soulful, Sexy, Seductive, Mysterious, Drama, Celebrity, Fashion, Romance, Erotic",101,60,Wicked Love,Royal Blood Records,Trevor Lewallen,1288,2054,08/21/2019
RYL_RYL_0008_04601,Backwoods BBQ - (Full Mix),"Southern, Redneck, Fun, Feel Good, Texas, Football, Trailer Park, Truck, Cowboy, Male Rap, Male Lead Vocal",93,179,Country Hip Hop,Royal Blood Records,Brian Birkbeck,1208,2049;2054;2056,10/02/2019
RYL_RYL_0009_05301,Top Of My Game - (Narr 30),"Anthemic, Epic, Powerful, Awe Inspiring, Victorious, Heroic, Motivational, Dramatic, Trailer, Sports, Champion, Arena",83,32,Cinematic Hip Hop,Royal Blood Records,Chris Harris,1227,2051;2052;2055;2056,10/02/2019
RYL_RYL_0013_02301,If You Mean It - (Inst 30),"Sensual, Sexy, Tender, Slinky, Passionate, Seductive",125,30,R&B,Royal Blood Records,Brian Birkbeck,1288,2040,01/22/2020
RYL_RYL_0016_02201,Time To Rise - (Inst),"Aggressive, Serious, Determined, Energy, Pounding, Sports, Extreme, Football, Baseball, MMA",215,110,Rap Rock,Royal Blood Records,Dennis Gonzalez,1350,2046;2056;2153,03/04/2020
RYL_RYL_0016_05801,No Stopping Me - (Narr 60),"Aggressive, Serious, Determined, Energy, Pounding, Sports, Extreme, Football, Baseball, MMA",185,60,Rap Rock,Royal Blood Records,Dennis Gonzalez,1350,2046;2056;2153,03/04/2020
RYL_RYL_0037_01401,We Gotta Get It All Ft. Splash Gordon (30),"Triumphant, Percussive, Winning, Work, Hardcore Rap, Sports, Biking, Bombastic, BMX, Drama, Male Rap",83,29,PUMPED !,Royal Blood Records,Keith Anderson,3386,2051;2052;2053,09/29/2021
RYL_RYL_0037_01801,Watch Me Work It Ft. Gallo Locknez (30),"Stealthy, Dark, Gangster, Mysterious, Sport, Determined, Spooky, Sports, Male Rap",140,29,PUMPED !,Royal Blood Records,Edgars Dzenitis,1242,2053;2056;3408,09/29/2021
RYL_RYL_0051_02801,Switch Sidez - Instr 30,Laid back Old Skool beat with a proud synth brass fanfare,75,29,Brassy Classy,Royal Blood Records,Malcolm Brown,1288,2046;2056;2095,04/05/2023
RYL_RYL_0052_00501,Champion ft. Lambeau - (Vocal),"Uplifting, passionate and motivational Pop song with a delicate piano in the verse and strong brass in the chorus, lyrics of winning, female lead vocals and male Rap",85,152,HIP HOP POP,Royal Blood Records,Derek Lamb,1286,2056;2097,08/02/2023
RYL_RYL_0055_01701,Look What You Made Me Do ft. Bad Luck BOP - (Full Mix),"Pumping Phonk backbeat with deep synths and anthemic feel Male Rap, Sports, Racing, Competition, Aggression, Angst, Streets, Fight, Determination, Tough, Serious",140,145,BOOSTED,Royal Blood Records,Dominick Caterina III,1237,2053;2097,09/06/2023
RYL_RYL_0058_00201,Feel The Better Days ft. Roy Matz - Vocal 30,"A supafly, breezy and positive Hip Hop track with a cool backbeat and old skool sunshine feel Male Rap tells of love, celebration and better times...",93,30,POSITIVE HIP HOP VOL. 1,Royal Blood Records,Trevor Lewallen,1237,2056;2095,03/06/2024
RYL_RYL_0062_00701,I Want It All - Instr,"Strong EMO Pop vibes in this energetic, uptempo song of disaffected youth with a driving chorus and verse full of tension plus edgy electric guitars fuelled by teen angst",166,126,INDIE GIRL VOL. 1,Royal Blood Records,Olivia Castriota,3387,2095;2132;2139;2148;3410,05/01/2024
RYL_RYL_0065_01201,What I'm Proud Of - (Inst 30),A sexy and melancholy backbeat with flutes and a deep bass,97,30,Artist Series Andy Perez,Royal Blood Records,Ryan Baker,1237,2051;2053;2056,05/01/2024
RYL_RYL_0075_00201,Sittin On Top ft. Lambeau & Craig Erwin - (Vocal 30),"Boom-Clap stomping style Rock-Rap track with a mid-tempo solid beat, distorted blues guitar riffs and menacing undertones Lambeau Raps of being relentless and winning by hard work !",84,29,Rap Rock 2,Royal Blood Records,Charles Anderson,1350,2056;2136;2147,10/02/2024
RYL_RYL_0076_01501,You And I - (Instr),"A beautifully crafted Indie Ballad with a soft marching drum beat, pretty acoustic guitars colored by a passionate tremolo guitar",71,204,Indie Girl Vol. 3,Royal Blood Records,Baby Driver,1323,1980;3402;3409,10/02/2024
RYL_RYL_0079_02401,We Aint Wit The Blah - (Instr 30),A serious and dark beat with a NY Street feel and menacing undertones and mysterious synths..,137,30,DRILL,Royal Blood Records,Douglas Jones,3805,2051;2056;3408,05/07/2025
RYL_RYL_0081_02301,I Can't Get Enough - Instr,Dreamy intro that builds to a raving and euphoric chorus with a fun vocal sampleÄ,136,137,Pop Bangers Vol. 1,Royal Blood Records,Reese Szabo,1138,1971;2095;2103;3397,02/05/2025
RYL_RYL_0089_02201,Private Dance - (Instr),Contemporary RnB ballad feel drums with electric piano style synths and swells,140,111,PARENTAL GUIDANCE,Royal Blood Records,Black Mamba,1244,2051;2056;2097,04/02/2025
RYL_RYL_0094_00201,Raise The Bar ft. Flintstone & Eclipse Darkness - Vocal 30,"Exciting, exuding confidence and competitiveness, this proud sounding track emphasizing the artist's determination to set new standards and outshine others, with a triumphant brass line and male vocals",79,29,MOTIVATIONAL SPORTS HIP HOP,Royal Blood Records,Greggory Covington,1237,2051;2052;2053,04/02/2025
SAL_SAL_0897_01101,Tension 4c,"sustained high string sounds, percussion",112,27,Soundlets Volume 2,Salib,Tom Habes,1222,,12/15/1997
SAL_SAL_0897_03501,Conquer 1a,determined string sounds and percussion,100,47,Soundlets Volume 2,Salib,Tom Habes,1222,,12/15/1997
SAL_SAL_1699_01601,Happily Ever After (A),Slow intro to confident synth melody with string sounds and active movement,120,198,Contemporary Life Volume 1,Salib,Tom Habes,1213,2035,06/01/2000
SAL_SAL_3224_01701,Go For It,dramatic up-tempo action chase,90,200,Drama & Action Volume 4,Salib,Tom Habes,1360,,08/23/2004
SAL_SAL_3324_01901,Lost,sadness - loss - final rest in peace but gone forever,137,183,Grieve Volume 1,Salib,Tom Habes,1222,2168,08/23/2004
SAL_SAL_3625_00901,Hazardous,Disturbing piano figures with percussive accents and odd melodies,140,196,SUSPENSE VOLUME 6,Salib,Tom Habes,1360,2172,11/01/2005
SAL_SAL_3725_01901,Sabotage,"Dark, threatening suspense",129,202,SUSPENSE VOLUME 7,Salib,Tom Habes,1360,,11/01/2005
SAL_SAL_4227_03001,Heavy Drone 30,heavy drone,128,138,HEAVY DRONES,Salib,Tom Habes,1361,2169;2172,08/01/2006
SAL_SAL_5009_00601,Blinded (a),"Mysterious, eerie atmosphere with slightly sinister bassoon - orchestral | suspense | dramatic | strings | choir | bassoon",142,222,SUSPENSE VOLUME 12,Salib,Tom Habes,1202,2032;2169;2170;2172,09/23/2009
SAL_SAL_5010_00701,Shadow Warrior,Tense on-going rhythms - electronic | suspense | drums,120,236,SUSPENSE VOLUME 13,Salib,Tom Habes,1223,2169;2170;2172,09/23/2009
SAL_SAL_5010_01101,Name It,Erratic metallic sounds with rhythmic strings and sustained suspense - electronic / orchestral | suspense | strings | synthesizer,90,188,SUSPENSE VOLUME 13,Salib,Tom Habes,1223,2169;2172,09/23/2009
SAL_SAL_5018_01501,suspense mood 14,Bleak eerie atmosphere,139,194,SUSPENSE MOODS VOLUME 1,Salib,Tom Habes,1360,2032;2172,02/09/2011
SAL_SAL_5019_01001,suspense mood 29,"Dramatic tension with restless rhythm, dark strings and quiet piano",89,194,SUSPENSE MOODS VOLUME 2,Salib,Tom Habes,1360,2032;2172,02/09/2011
SAL_SAL_5037_00801,Investigation Moods 105,Positive work in progress feel with strings drive some drama and releave moments,90,198,INVESTIGATION MOODS VOLUME 7,Salib,Tom Habes,1359,2001;2032,10/30/2013
SAL_SAL_5044_03401,Tension Moods 293,"Dangerous action bed with base guitar, trumpet, legato strings, percussion and synthesizer",90,190,TENSION MOODS VOLUME 18,Salib,Tom Habes,1223,2168,02/20/2019
SAL_SAL_5046_07101,Tension Underscore 18 D,Tensious and threatening feel track with non western synthesizer phrase and tremelo strings,90,197,TENSION UNDERSCORE,Salib,Tom Habes,1359,2032,01/22/2020
SAL_SAL_5047_01201,Tension Underscore 25 C,"Tensious and action drive feel track with drums, bassoon, FX sounds, piano, strings and some low percussion",90,218,TENSION UNDERSCORE,Salib,Tom Habes,1222,2032;2168,02/24/2021
SATV_SATVCD_0005_07301,Sky Acid Bigbeat (Underscore),"Very fast, crunchy techno bigbeat",75,120,BIG BEAT,SATV,Daniel Griffiths,1145,,05/11/2016
SATV_SATVCD_0013_01601,Sky Skateboard,"Building beaty intro is joined by dark guitar, full sounding",132,16,ECLECTIC BEATS,SATV,Graham Barton,1126,2148,06/22/2016
SATV_SATVCD_0013_03401,Sky Bob'S Hi-Fi,70's style funk & wah wah guitar with sparse breakbeats,132,14,ECLECTIC BEATS,SATV,Graham Barton,1125,,06/22/2016
SATV_SATVCD_0013_08401,Sky Stompy Speed Carnival,Hard bassline with cheering crowd fx & carnival percussion,144,4,ECLECTIC BEATS,SATV,Daniel Griffiths,1126,,06/22/2016
SATV_SATVCD_0018_02201,Taste Of Glory,"80s rhythm, with 90s hook, rolling guitars and fanfare sounds",126,98,SUMMER SOUNDS,SATV,Gary Brady,1286,2131,06/22/2016
SATV_SATVCD_0022_02801,Mr Snowman'S Tea Party,Echoing xylophone accented by picked strings bursting into merry horns,,30,IT'S CHRISTMAS! - VOLUME ONE,SATV,Saul James,1222,,06/22/2016
SATV_SATVCD_0024_02001,Billy The Kid,A collage of dark ominous textures,,132,DESCENT INTO DARKNESS,SATV,Wayne Roberts,1128,1977;2173,06/22/2016
SATV_SATVCD_0025_03201,A Time For Heroes,Insistent strings & pounding drums prepare for battle,,127,SOUNDTRACK FOR HEROES,SATV,Julian Richards,1222,,06/22/2016
SATV_SATVCD_0026_01201,With The Love,"Rolling, urgent track with a looping bass and rhodes piano groove.",128,212,CLUB CULTURE,SATV,Simon Begg,1149,,06/22/2016
SATV_SATVCD_0027_00201,Battle,"Epic, uplifting, emotive, indie rock",,141,SATV INDIE SESSIONS,SATV,David Gledhill,1339,2001,06/22/2016
SATV_SATVCD_0030_01601,It'S About Time,Clock ticking with dark drone & haunting fx,,96,DARKNESS INTO LIGHT,SATV,Sefi Carmel,1360,2170;2173,06/22/2016
SATV_SATVCD_0030_05801,It'S About Time,Clock ticking with dark drone & haunting fx,,15,DARKNESS INTO LIGHT,SATV,Sefi Carmel,1360,2170;2173,06/22/2016
SATV_SATVCD_0032_05901,Katarian Sun,Potent mixture of chiming echo-driven guitars & orchestral synth assistance,128,30,100% INSPIRED,SATV,Charles James Casey,1339,2001;2132,06/22/2016
SATV_SATVCD_0033_00701,Mandolin River,Graceful mandolin and piano building to an upbeat positive climax,,124,ACOUSTIC MINIMALISM,SATV,Paul Hart,1170,,06/22/2016
SATV_SATVCD_0040_20001,Neon Machines,Soft piano melody supporting a laid back guitar groove,120,5,44 WAYS TO. GET INSPIRED,SATV,Sergey Kolosov,1286,2001,06/22/2016
SATV_SATVCD_0043_00201,The Projekts,"Cutting edge, cinematic alt rock collision in this meteoric nu metal number",,108,HEAVY ROCK,SATV,Audio Radium,1338,2153,06/22/2016
SATV_SATVCD_0043_08601,The Bat Whispers,"Dark and edgy rock with distorted guitar loops, and creeping drum solos",,5,HEAVY ROCK,SATV,David Gledhill,1338,2153,06/22/2016
SATV_SATVCD_0044_02301,Most Wanted,Euphoric big dance beat with dirty dub breaks,128,92,POP DANCE,SATV,Audio Radium,1121,2095,06/22/2016
SATV_SATVCD_0044_06501,He Shoots He Scores,"Rave style synth stabs, with an inspiring and uplifting feel",128,30,POP DANCE,SATV,Aaron Gilbert,1121,2095,06/22/2016
SATV_SATVCD_0046_01601,Lakme Remixed,"Beautiful & gentle, this magical piece fills you with youthful enchantment",120,30,MODERN CLASSICS,SATV,Audio Radium,1222,,06/22/2016
SATV_SATVCD_0046_03401,Fugue In D Minor,"Powerful, muscular & forceful, this takes epic to a new level",,30,MODERN CLASSICS,SATV,Christopher Allen,1222,,06/22/2016
SATV_SATVCD_0047_12701,Journey,A tender and flowing track filled with empathy,,60,COOL BEATS,SATV,Tom Howe,1128,,06/22/2016
SATV_SATVCD_0048_04901,Postcard,"Indie electro blends electro funk, punchy pop & synthy bass",105,15,INDIE ELECTRO,SATV,Alex Roberts,1158,2148,06/22/2016
SATV_SATVCD_0049_11501,Snowments,Warm glistening synth swells & reflective evocative piano,,60,"DRONES, TONES & TEXTURES",SATV,Audio Radium,1360,2170;2173,06/22/2016
SATV_SATVCD_0050_05301,Steam Hammer,Edgy industrial electro-breaks fuelled by grindingly overdriven guitars,104,15,KILLER TUNES,SATV,David Westlake,1134,1974,06/22/2016
SATV_SATVCD_0050_11701,In The Moment,A pre-match footie anthem filed with euphoria and ecstasy,,10,KILLER TUNES,SATV,David Westlake,1125,1923;2036;3906,06/22/2016
SATV_SATVCD_0051_03801,Vanity Fair,An enticing blend of twinkling keys over plucky pizzicato,,88,44.... SHADES OF DRAMA,SATV,Christopher Allen,1222,,06/22/2016
SATV_SATVCD_0051_04701,Seeing The Light,"A quiet & gentle intro builds to an upbeat, key thumping gem",,30,44.... SHADES OF DRAMA,SATV,David Westlake,1222,,06/22/2016
SATV_SATVCD_0051_07701,Harmonic Motion,Tranquil & serene - sweet dreams are made of this,,30,44.... SHADES OF DRAMA,SATV,B Kully,1222,,06/22/2016
SATV_SATVCD_0051_08601,The Insider,"Cellos, violins & keys converge and build to an inevitable crescendo",,15,44.... SHADES OF DRAMA,SATV,Christopher Allen,1227,,06/22/2016
SATV_SATVCD_0051_11701,Wrecking Chair,Gritty & powerful with an epic build,,30,44.... SHADES OF DRAMA,SATV,Rupert Vyvyan Pope,1227,,06/22/2016
SATV_SATVCD_0051_12301,Walls Come Down,"A serene start leading to an epic, crashing through walls build",,30,44.... SHADES OF DRAMA,SATV,Nicholas Dover,1339,,06/22/2016
SATV_SATVCD_0051_21001,Daylight Fading,A beautiful build to a soft beat coinciding with passion & desire,,10,44.... SHADES OF DRAMA,SATV,Neil Myers,1227,,06/22/2016
SATV_SATVCD_0051_23201,Safety,A melancholic blend of soaring strings laced with compelling chords,,5,44.... SHADES OF DRAMA,SATV,Christopher Allen,1227,,06/22/2016
SATV_SATVCD_0053_04701,Don'T Look Now,Guitar flavoured drama with breathing elements & backward romantic voices,,30,PROMO CONSTRUCTION KIT,SATV,Audio Radium,1360,2173,06/22/2016
SATV_SATVCD_0053_06001,Epic Engines,Fast paced sounding huge synths rise to victorious strings & heroic resolve,144,60,PROMO CONSTRUCTION KIT,SATV,Audio Radium,1227,2173,06/22/2016
SATV_SATVCD_0054_11601,Rumble Blues,"A rumblin', tumblin', stumblin' blues number",92,10,AMERICAN ROCK,SATV,Richard Clarke,1100,,06/22/2016
SATV_SATVCD_0055_02101,Valhalla,Hurried strings and courageous choral chants set the pace for an adrenalized anthem,,116,CINEMATIC TRAILERS,SATV,Christopher Allen,1227,,06/22/2016
SATV_SATVCD_0055_04301,Horizon,"Powery intense drums, drones and strings create a sense of grand foreboding",63,15,CINEMATIC TRAILERS,SATV,Daniel Burrows,1227,,06/22/2016
SATV_SATVCD_0057_08501,Santa Ynez,Distant drums draw close and swell into a sea of sound,,60,BIG KICKS & DRUMSTICKS,SATV,David Westlake,1339,,06/22/2016
SATV_SATVCD_0059_13601,Rudy Two Shoes,"Uplifting, driving drum 'n' bass",,5,KILLER TUNES 2,SATV,Tom Howe,1131,,06/22/2016
SATV_SATVCD_0060_03601,Treelights,Simple heartfelt rhythms & humbling chords transform into a masterpiece,,15,BELLS & WHISTLES,SATV,David Westlake,1170,2001,06/22/2016
SATV_SATVCD_0061_09001,Melodic Sunshine,Ride off into the sunset with galloping guitars and a sprinkling of positive piano,138,115,FOLK INDIE POP,SATV,Will Night,1170,2148,06/22/2016
SATV_SATVCD_0062_08801,Calling,Fragile vocals and a chilling piano build to a panoramic climax,,15,40 MORE WAYS TO GET INSPIRED,SATV,Anna Bruland,1286,2095;2100,06/22/2016
SATV_SATVCD_0062_09101,Piano Sonata In I Major,"A virtuoso performance on the keys, played with such energy and passion",,30,40 MORE WAYS TO GET INSPIRED,SATV,Thomas Indge,1120,1927;2001;3906,06/22/2016
SATV_SATVCD_0063_02501,Burning Down The Sky,A gravelly do you see me now vocal is poured all over this mean guitar riff driven track.,,32,DIRTY BLUES ROCK,SATV,Randall Breneman,1103,,06/22/2016
SATV_SATVCD_0063_04201,Lone Drifter,"A dark, dangerous and dirty stomper - hell yeahjust how i like 'em!",,17,DIRTY BLUES ROCK,SATV,Timothy Chapman,1103,,06/22/2016
SATV_SATVCD_0063_06201,The Walk,Effortless swagger rock with a sleazy groove makes you wanna move,,18,DIRTY BLUES ROCK,SATV,Alex Roberts,1103,,06/22/2016
SATV_SATVCD_0063_08101,All Night Long,This barefaced bluesy track with woah woah vocals will have you rocking out.,120,10,DIRTY BLUES ROCK,SATV,Jonny Jones,1323,1912,06/22/2016
SATV_SATVCD_0063_14201,Percussive Force,"Fast paced drums, scuzzy guitars & plenty of 'oohs' & 'ahhs' all combine for this fun toe tapper",120,114,DIRTY BLUES ROCK,SATV,Tom Howe,1103,,06/22/2016
SATV_SATVCD_0065_08901,Taking Flight,Graceful and elegant intro leads to inspiring and hopeful conclusion,,10,SHADES OF PIANO,SATV,Dominic Marsh,1110,,06/22/2016
SATV_SATVCD_0065_09801,Far From Home,Reflective piano accompanied by stirring stringscreates a beautiful crescendo,,10,SHADES OF PIANO,SATV,John Hedges Ross,1110,,06/22/2016
SATV_SATVCD_0066_00401,Chasing Dreams,An awe-inspiring piece to raise the haris on the back of your neck,,124,SHADES OF PIANO II,SATV,Philip Guyler,1222,,06/22/2016
SATV_SATVCD_0066_07101,Turn To Gold,A haunting yet poingnant piece with delicate male vocals,,60,SHADES OF PIANO II,SATV,Timothy Brownlow,1286,,06/22/2016
SATV_SATVCD_0067_01801,Howdy Partner,The soundtrack to childish cowboys playing down on the range,140,93,COMEDY,SATV,Vik Sharma,1248,,06/22/2016
SATV_SATVCD_0070_05101,Relentless,"Edgy, determined, driving and powerful",63,5,DRAMA & POWER,SATV,Daniel Burrows,1227,,06/22/2016
SATV_SATVCD_0070_13301,Into The Storm,Inspiring piano and purposeful drums combine to create a dark yet hopeful epic,63,15,DRAMA & POWER,SATV,Sacha Collisson,1227,,06/22/2016
SATV_SATVCD_0070_13901,Free Rise,"Go deep underground with this glitchy, ethereal thriller",63,15,DRAMA & POWER,SATV,William Featherby,1114,3906,06/22/2016
SATV_SATVCD_0074_02401,Your Creator,"There's no holding back with this colossal track, heavy SFX, mighty drums and a massive build",,15,CINEMATIC TRAILERS 2,SATV,Adam Green,1227,2173,06/22/2016
SATV_SATVCD_0075_15901,Spark,Soft Piano Carries Reverb Laden Vocals,,136,VOX NOIR,SATV,Tara Chinn,1224,2095,06/22/2016
SATV_SATVCD_0078_11701,Club Vincenzo,"Finger clicking good, speakeasy shuffle",92,60,DRUMS,SATV,David Westlake,1268,2081,06/22/2016
SATV_SATVCD_0082_08101,Get Up And Move,"Powerful, menacing & relentless. Get up and move!",144,30,MEATY & BEATY,SATV,John Hedges Ross,1121,,09/14/2016
SATV_SATVCD_0083_05301,Time Is Up,"Clock hands multiply, spiralling out of conrol",68,60,METRONOMICS,SATV,David Connolly,1227,2173,09/14/2016
SATV_SATVCD_0083_09801,Moodbeam,Intriguing mystery with a chillout vibe,75,30,METRONOMICS,SATV,Jack Gibbons,1227,2173,09/14/2016
SATV_SATVCD_0083_10101,Moodbeam,Intriguing mystery with a chillout vibe,75,5,METRONOMICS,SATV,Jack Gibbons,1227,2173,09/14/2016
SATV_SATVCD_0085_03301,Ascendancy,"Sparkling, shining and building to an inspiriting climax",136,10,AD SMART 2,SATV,David Westlake,1339,2001,09/14/2016
SATV_SATVCD_0086_06301,Turn It On,Cool & vivacious banger with sassy female vocals,139,15,VOX ROCKS,SATV,Peter Darling,1322,,12/07/2016
SATV_SATVCD_0086_17301,Warriors,Sucker-punch raucous arena rock,84,40,VOX ROCKS,SATV,Dominic Marsh,1322,,12/07/2016
SATV_SATVCD_0088_02201,Cyber Crime,Distressed hits and industrial drums leave their fingerprints,109,61,CRIME AND FORENSICS,SATV,Jordan Rees,1360,2170;2172,09/14/2016
SATV_SATVCD_0092_11701,Cruising For A Bruising,"Tread lightly, this creeping caper is on your case",120,30,THE HEIST,SATV,Dominic Marsh,1224,2027;2036;2064,04/26/2017
SATV_SATVCD_0092_12001,Cruising For A Bruising,"Tread lightly, this creeping caper is on your case",120,5,THE HEIST,SATV,Dominic Marsh,1224,2027;2036;2064,04/26/2017
SATV_SATVCD_0093_13401,Naughty Girls & Boys,Throwback 50s sway is given plenty of girl power bite,65,5,"STOMP, CLAP, POP",SATV,Tara Chinn,1228,2017,04/26/2017
SATV_SATVCD_0094_18501,Only The Strong Survive,Meaningful & meaty basslines with a strong vocal hook,82,30,URBAN FUNK,SATV,Christopher Dececio,1228,2046;2097,04/26/2017
SATV_SATVCD_0094_21801,Do What You Want,Bounce to this beefy beaty rhythm,107,15,URBAN FUNK,SATV,Timothy Garbutt,1228,2041;2097,04/26/2017
SATV_SATVCD_0094_27901,Are You Ready,Infectious energy and strong sync friendly lyrics?bring it on!,150,60,URBAN FUNK,SATV,Martin Kaczmarski,1288,2040;2041;2046,04/26/2017
SATV_SATVCD_0095_05301,In Praise of Heroes,Choir and orchestra build to dynamic and forceful conclusion,95,60,EPIC CHORAL THEMES,SATV,Toby Langton Gilks,1110,1929;3906,08/30/2017
SATV_SATVCD_0095_07801,Onwards to Victory,Sweeping and Cinematic this score speaks of heroic endeavours,96,60,EPIC CHORAL THEMES,SATV,Toby Langton Gilks,1110,1929;3906,08/30/2017
SATV_SATVCD_0097_11801,Brit Grit,Snappy jazz swing bounces towards big beat,83,20,AD SMART 3,SATV,Magnus Arwenhed,1121,1943;2004;2010;2027;2037,08/30/2017
SATV_SATVCD_0098_05101,Killer Queen,I'll climb to the top whilst you drop with the bass,120,15,GRL,SATV,Thomas Donovan,1247,2001;2046;2097,08/30/2017
SATV_SATVCD_0099_00901,Nobody Got Nothin',Swung Rhythms And An Effortless Sax Masterclass,117,119,JAZZ,SATV,Nicholas Dover,1218,2079,08/30/2017
SATV_SATVCD_0099_03401,Claremont,Dave's Gone Off Piste With His Angles,107,91,JAZZ,SATV,Nicholas Dover,1218,2079,08/30/2017
SATV_SATVCD_0101_07601,The Wait,Mechanical sounding electronic bed giving tense suspense,120,5,CINEMATIC TENSION,SATV,Jordan Rees,1222,2169;2173,11/29/2017
SATV_SATVCD_0103_02401,Low Rider,"Sit back, relax and take a cruise in this pimped up ride",89,40,OLD SKOOL HIP HOP,SATV,Daniel Burrows,1237,2053;2097,01/17/2018
SATV_SATVCD_0103_06101,The Projects,Bop your way down memory lane to this badass beat,95,60,OLD SKOOL HIP HOP,SATV,Ross Gilmartin,1237,2053;2097,01/17/2018
SATV_SATVCD_0106_07701,I Won't Back Down,A soulful female vocalist tells a story of triumph,136,10,BIG HITTERS,SATV,Tara Chinn,1224,2131,04/11/2018
SATV_SATVCD_0107_06001,All That Christmas Stuff,Christmas is calling with a soulful retro vibe,84,5,I LOVE CHRISTMAS 2,SATV,Richard Heptinstall,1234,2039;2040;2095,11/07/2018
SATV_SATVCD_0107_08701,Shimmer,A joyful yet emotive piano ballad with choruses that burst into life,111,20,I LOVE CHRISTMAS 2,SATV,Richard Heptinstall,1286,2100,11/07/2018
SATV_SATVCD_0107_10401,Share My Christmas With You,This festive pop tune wants to share christmas with you and will have you dancing round the christmas tree,42,30,I LOVE CHRISTMAS 2,SATV,John Hedges Ross,1234,2039;2040;2095,11/07/2018
SATV_SATVCD_0108_07201,Dies Irae (Mozart),Orchestral arrangement of Mozart's Dies Irae,101,30,CLASSICAL VOLUME 1,SATV,Thomas Howe,1110,,01/09/2019
